symbol	date	close	open	high	low	volume
spy	2021-01-04 13:30:00	367.4700012207031	367.95001220703125	367.9599914550781	367.3900146484375	627378.0
spy	2021-01-04 13:35:00	367.760009765625	367.45001220703125	367.9100036621094	367.45001220703125	996899.0
spy	2021-01-04 13:40:00	367.82000732421875	367.7799987792969	368.239990234375	367.6499938964844	1230445.0
spy	2021-01-04 13:45:00	368.0400085449219	367.8399963378906	368.1000061035156	367.7799987792969	441071.0
spy	2021-01-04 13:50:00	368.54998779296875	368.05499267578125	368.57000732421875	367.92999267578125	693344.0
spy	2021-01-04 13:55:00	368.5899963378906	368.55999755859375	368.6400146484375	368.42999267578125	495911.0
spy	2021-01-04 14:00:00	368.3900146484375	368.5950012207031	368.6199951171875	368.1400146484375	1010811.0
spy	2021-01-04 14:05:00	367.55999755859375	368.3900146484375	368.42999267578125	367.5400085449219	618678.0
spy	2021-01-04 14:10:00	367.7799987792969	367.55999755859375	367.8500061035156	367.239990234375	729509.0
spy	2021-01-04 14:15:00	367.69000244140625	367.7900085449219	367.9200134277344	367.5400085449219	510450.0
spy	2021-01-04 14:20:00	368.0310974121094	367.67999267578125	368.0950012207031	367.4800109863281	470485.0
spy	2021-01-04 14:25:00	367.79998779296875	368.0299987792969	368.0350036621094	367.6199951171875	415757.0
spy	2021-01-04 14:30:00	367.1449890136719	367.7950134277344	367.7950134277344	367.07000732421875	1148470.0
spy	2021-01-04 14:35:00	367.3699035644531	367.1400146484375	367.5	366.92999267578125	759910.0
spy	2021-01-04 14:40:00	367.2799987792969	367.3599853515625	367.489990234375	367.1050109863281	563020.0
spy	2021-01-04 14:45:00	366.82000732421875	367.2699890136719	367.4100036621094	366.7950134277344	585846.0
spy	2021-01-04 14:50:00	366.7799987792969	366.82000732421875	366.92999267578125	366.6000061035156	1104059.0
spy	2021-01-04 14:55:00	367.9800109863281	366.7699890136719	368.1300048828125	366.69500732421875	1655522.0
spy	2021-01-04 15:00:00	367.1099853515625	367.9700012207031	368.1700134277344	367.04998779296875	1429474.0
spy	2021-01-04 15:05:00	367.5299987792969	367.1199951171875	367.989990234375	367.0899963378906	819133.0
spy	2021-01-04 15:10:00	367.9110107421875	367.54998779296875	368.0199890136719	367.54998779296875	845888.0
spy	2021-01-04 15:15:00	367.4880065917969	367.9200134277344	367.989990234375	367.29998779296875	689471.0
spy	2021-01-04 15:20:00	367.6000061035156	367.4800109863281	367.7900085449219	367.3599853515625	1720433.0
spy	2021-01-04 15:25:00	367.6099853515625	367.5950012207031	367.8299865722656	367.4100036621094	438147.0
spy	2021-01-04 15:30:00	368.17999267578125	367.6099853515625	368.3999938964844	367.2099914550781	1500569.0
spy	2021-01-04 15:35:00	368.5964050292969	368.19000244140625	368.6000061035156	367.989990234375	1319155.0
spy	2021-01-04 15:40:00	368.6400146484375	368.5964050292969	368.79998779296875	368.3800048828125	1724153.0
spy	2021-01-04 15:45:00	369.2300109863281	368.6300048828125	369.30999755859375	368.57000732421875	2051924.0
spy	2021-01-04 15:50:00	368.9700012207031	369.2099914550781	369.54998779296875	368.9200134277344	4586468.0
spy	2021-01-04 15:55:00	368.8500061035156	368.9700012207031	369.0299987792969	368.3900146484375	8040863.0
spy	2021-01-05 09:30:00	369.239990234375	368.1000061035156	369.2950134277344	368.04998779296875	3149929.0
spy	2021-01-05 09:35:00	370.0899963378906	369.25	370.20001220703125	369.2099914550781	1070316.0
spy	2021-01-05 09:40:00	370.3598937988281	370.0899963378906	370.7449951171875	370.0899963378906	1171724.0
spy	2021-01-05 09:45:00	370.2799987792969	370.3599853515625	370.4700012207031	369.8599853515625	835250.0
spy	2021-01-05 09:50:00	370.2850036621094	370.2799987792969	370.489990234375	370.1199951171875	637418.0
spy	2021-01-05 09:55:00	370.1300048828125	370.2934875488281	370.44000244140625	370.0	447293.0
spy	2021-01-05 10:00:00	370.8599853515625	370.1300964355469	370.8699951171875	370.1300964355469	1000882.0
spy	2021-01-05 10:05:00	370.25	370.8550109863281	370.9200134277344	370.0508117675781	581228.0
spy	2021-01-05 10:10:00	370.3500061035156	370.25	370.5498962402344	370.1700134277344	341669.0
spy	2021-01-05 10:15:00	369.41009521484375	370.3550109863281	370.6199951171875	369.2799987792969	2235656.0
spy	2021-01-05 10:20:00	369.6400146484375	369.4200134277344	369.69000244140625	369.3299865722656	464382.0
spy	2021-01-05 10:25:00	369.7467041015625	369.635009765625	369.82000732421875	369.510009765625	868519.0
spy	2021-01-05 10:30:00	369.34991455078125	369.75	369.7889099121094	369.1300048828125	1050667.0
spy	2021-01-05 10:35:00	369.2149963378906	369.3599853515625	369.5	368.9700012207031	1187352.0
spy	2021-01-05 10:40:00	368.5	369.2300109863281	369.3299865722656	368.42999267578125	1187255.0
spy	2021-01-05 10:45:00	369.17999267578125	368.4949951171875	369.20001220703125	368.4549865722656	1619944.0
spy	2021-01-05 10:50:00	369.7449951171875	369.1748962402344	369.92999267578125	369.1400146484375	640929.0
spy	2021-01-05 10:55:00	368.81500244140625	369.7401123046875	369.80499267578125	368.79998779296875	635630.0
spy	2021-01-05 11:00:00	369.1700134277344	368.82000732421875	369.3500061035156	368.739990234375	741512.0
spy	2021-01-05 11:05:00	368.760009765625	369.1579895019531	369.33990478515625	368.6300048828125	1091863.0
spy	2021-01-05 11:10:00	368.80999755859375	368.7633972167969	368.989990234375	368.6099853515625	546781.0
spy	2021-01-05 11:15:00	368.5799865722656	368.79998779296875	368.79998779296875	368.30999755859375	958454.0
spy	2021-01-05 11:20:00	369.0398864746094	368.57000732421875	369.0400085449219	368.54998779296875	542560.0
spy	2021-01-05 11:25:00	369.57000732421875	369.0393981933594	369.5899963378906	368.9800109863281	590522.0
spy	2021-01-05 11:30:00	369.82000732421875	369.5718994140625	369.8699951171875	369.4901123046875	304452.0
spy	2021-01-05 11:35:00	369.9049987792969	369.8399963378906	369.92999267578125	369.80010986328125	348223.0
spy	2021-01-05 11:40:00	369.9599914550781	369.909912109375	370.07000732421875	369.8599853515625	392761.0
spy	2021-01-05 11:45:00	369.8399963378906	369.9599914550781	370.05999755859375	369.760009765625	441481.0
spy	2021-01-05 11:50:00	369.9800109863281	369.8349914550781	370.0899963378906	369.81500244140625	336578.0
spy	2021-01-05 11:55:00	369.75	369.989990234375	370.0450134277344	369.6700134277344	226260.0
spy	2021-01-05 12:00:00	369.9967041015625	369.75	370.010009765625	369.7099914550781	245437.0
spy	2021-01-05 12:05:00	370.32000732421875	370.0	370.5318908691406	370.0	805834.0
spy	2021-01-05 12:10:00	370.05499267578125	370.30389404296875	370.4599914550781	369.9800109863281	220826.0
spy	2021-01-05 12:15:00	369.95001220703125	370.05670166015625	370.17999267578125	369.6600036621094	300546.0
spy	2021-01-05 12:20:00	369.8900146484375	369.9599914550781	370.1199951171875	369.82000732421875	156361.0
spy	2021-01-05 12:25:00	369.8900146484375	369.8999938964844	370.0400085449219	369.8399963378906	146656.0
spy	2021-01-05 12:30:00	370.0	369.8934020996094	370.1199951171875	369.8599853515625	252504.0
spy	2021-01-05 12:35:00	370.3399963378906	370.010009765625	370.3478088378906	369.989990234375	305870.0
spy	2021-01-05 12:40:00	370.03179931640625	370.3399963378906	370.3699951171875	370.0010986328125	944873.0
spy	2021-01-05 12:45:00	370.04998779296875	370.0299072265625	370.1199951171875	369.8999938964844	282424.0
spy	2021-01-05 12:50:00	370.15008544921875	370.05499267578125	370.20001220703125	370.0	279934.0
spy	2021-01-05 12:55:00	370.5	370.159912109375	370.54998779296875	370.1300048828125	397251.0
spy	2021-01-05 13:00:00	370.510009765625	370.510009765625	370.6300048828125	370.44000244140625	232795.0
spy	2021-01-05 13:05:00	370.4399108886719	370.510009765625	370.5299987792969	370.40838623046875	653937.0
spy	2021-01-05 13:10:00	370.4917907714844	370.42999267578125	370.55999755859375	370.3900146484375	267024.0
spy	2021-01-05 13:15:00	370.5098876953125	370.4949951171875	370.5799865722656	370.45001220703125	193337.0
spy	2021-01-05 13:20:00	370.3900146484375	370.510009765625	370.510009765625	370.3599853515625	159704.0
spy	2021-01-05 13:25:00	370.3949890136719	370.3900146484375	370.4493103027344	370.3299865722656	198515.0
spy	2021-01-05 13:30:00	370.5	370.39678955078125	370.57000732421875	370.3599853515625	217219.0
spy	2021-01-05 13:35:00	370.4700012207031	370.5098876953125	370.5799865722656	370.42999267578125	250605.0
spy	2021-01-05 13:40:00	370.5899963378906	370.4700012207031	370.62921142578125	370.4700012207031	236580.0
spy	2021-01-05 13:45:00	370.7099914550781	370.6000061035156	370.8399963378906	370.5950012207031	281989.0
spy	2021-01-05 13:50:00	370.6650085449219	370.7099914550781	370.7799987792969	370.6499938964844	216947.0
spy	2021-01-05 13:55:00	370.87109375	370.6650085449219	370.885009765625	370.6499938964844	246757.0
spy	2021-01-05 14:00:00	371.6600036621094	370.8699951171875	371.7699890136719	370.8699951171875	1265105.0
spy	2021-01-05 14:05:00	372.1000061035156	371.6600036621094	372.2200012207031	371.6400146484375	1032184.0
spy	2021-01-05 14:10:00	371.9700012207031	372.1050109863281	372.1300048828125	371.95001220703125	606904.0
spy	2021-01-05 14:15:00	372.0390930175781	371.9750061035156	372.2799987792969	371.8949890136719	536195.0
spy	2021-01-05 14:20:00	372.1400146484375	372.0400085449219	372.1499938964844	371.8999938964844	477591.0
spy	2021-01-05 14:25:00	372.1585998535156	372.1488952636719	372.2580871582031	372.07000732421875	355894.0
spy	2021-01-05 14:30:00	372.1700134277344	372.1589050292969	372.5	372.1300048828125	582836.0
spy	2021-01-05 14:35:00	371.9700927734375	372.17999267578125	372.2300109863281	371.94000244140625	304538.0
spy	2021-01-05 14:40:00	371.9800109863281	371.9700012207031	372.1600036621094	371.9599914550781	305963.0
spy	2021-01-05 14:45:00	371.989990234375	371.989990234375	372.0610046386719	371.92999267578125	289266.0
spy	2021-01-05 14:50:00	371.5899963378906	372.0	372.0400085449219	371.5299987792969	491007.0
spy	2021-01-05 14:55:00	371.44000244140625	371.5705871582031	371.6099853515625	371.360107421875	539883.0
spy	2021-01-05 15:00:00	371.9501037597656	371.44000244140625	371.9800109863281	371.3800048828125	693965.0
spy	2021-01-05 15:05:00	372.0050048828125	371.9549865722656	372.1000061035156	371.8999938964844	553192.0
spy	2021-01-05 15:10:00	371.81671142578125	372.010009765625	372.1000061035156	371.79998779296875	442191.0
spy	2021-01-05 15:15:00	371.6400146484375	371.8100891113281	371.8949890136719	371.4700012207031	1201911.0
spy	2021-01-05 15:20:00	371.2699890136719	371.63299560546875	371.6499938964844	371.04998779296875	1026570.0
spy	2021-01-05 15:25:00	371.05999755859375	371.2799987792969	371.30999755859375	371.0199890136719	955753.0
spy	2021-01-05 15:30:00	371.1355895996094	371.05999755859375	371.239990234375	370.8800048828125	868252.0
spy	2021-01-05 15:35:00	370.94000244140625	371.135009765625	371.3699951171875	370.9200134277344	823377.0
spy	2021-01-05 15:40:00	371.6400146484375	370.94000244140625	371.6600036621094	370.8599853515625	1112395.0
spy	2021-01-05 15:45:00	371.8399963378906	371.625	371.8999938964844	371.3599853515625	1062363.0
spy	2021-01-05 15:50:00	371.55999755859375	371.8494873046875	372.2200012207031	371.3599853515625	2179110.0
spy	2021-01-05 15:55:00	371.30999755859375	371.55999755859375	371.6099853515625	371.1400146484375	4507941.0
spy	2021-01-06 09:30:00	369.3500061035156	370.010009765625	370.1400146484375	369.1199951171875	4630697.0
spy	2021-01-06 09:35:00	370.92999267578125	369.3500061035156	371.04998779296875	369.32000732421875	1753773.0
spy	2021-01-06 09:40:00	371.09698486328125	370.9400939941406	371.1700134277344	370.3500061035156	1083456.0
spy	2021-01-06 09:45:00	371.8699951171875	371.0899963378906	371.9700012207031	370.92999267578125	1811506.0
spy	2021-01-06 09:50:00	372.31988525390625	371.8599853515625	372.3500061035156	371.7200012207031	1136724.0
spy	2021-01-06 09:55:00	372.2300109863281	372.32000732421875	372.4100036621094	372.0199890136719	1121148.0
spy	2021-01-06 10:00:00	372.3599853515625	372.2463073730469	372.4700012207031	371.9599914550781	1298278.0
spy	2021-01-06 10:05:00	372.94000244140625	372.3599853515625	372.9599914550781	372.1300048828125	863641.0
spy	2021-01-06 10:10:00	373.2650146484375	372.95001220703125	373.3900146484375	372.8699951171875	1188258.0
spy	2021-01-06 10:15:00	373.41009521484375	373.2650146484375	373.6499938964844	373.2101135253906	1614417.0
spy	2021-01-06 10:20:00	373.5299987792969	373.4200134277344	373.6199951171875	373.2301940917969	589686.0
spy	2021-01-06 10:25:00	373.7900085449219	373.5450134277344	373.9798889160156	373.3399963378906	938691.0
spy	2021-01-06 10:30:00	374.4718933105469	373.79998779296875	374.5299987792969	373.7900085449219	1178486.0
spy	2021-01-06 10:35:00	374.4399108886719	374.4784851074219	374.6000061035156	374.20001220703125	1272017.0
spy	2021-01-06 10:40:00	374.9150085449219	374.42498779296875	374.92999267578125	374.42498779296875	824844.0
spy	2021-01-06 10:45:00	375.20001220703125	374.9200134277344	375.20001220703125	374.8500061035156	907336.0
spy	2021-01-06 10:50:00	375.3550109863281	375.20001220703125	375.75	375.1700134277344	1250748.0
spy	2021-01-06 10:55:00	375.1000061035156	375.35888671875	375.3999938964844	374.9599914550781	996274.0
spy	2021-01-06 11:00:00	375.3080139160156	375.10308837890625	375.385009765625	375.0799865722656	680717.0
spy	2021-01-06 11:05:00	375.6189880371094	375.2900085449219	375.6499938964844	375.19000244140625	578147.0
spy	2021-01-06 11:10:00	375.67999267578125	375.6199951171875	375.8500061035156	375.4599914550781	956934.0
spy	2021-01-06 11:15:00	376.07000732421875	375.68499755859375	376.1300048828125	375.68499755859375	1068488.0
spy	2021-01-06 11:20:00	375.8800048828125	376.0799865722656	376.1600036621094	375.6700134277344	799120.0
spy	2021-01-06 11:25:00	375.8800964355469	375.8699951171875	376.07000732421875	375.8500061035156	528038.0
spy	2021-01-06 11:30:00	375.7699890136719	375.8900146484375	376.05999755859375	375.7650146484375	584268.0
spy	2021-01-06 11:35:00	375.1099853515625	375.7699890136719	375.80999755859375	375.1000061035156	816763.0
spy	2021-01-06 11:40:00	375.2049865722656	375.10009765625	375.2699890136719	375.1000061035156	493223.0
spy	2021-01-06 11:45:00	375.59991455078125	375.20550537109375	375.6700134277344	375.1700134277344	695402.0
spy	2021-01-06 11:50:00	375.4800109863281	375.60809326171875	375.614990234375	375.4100036621094	494341.0
spy	2021-01-06 11:55:00	375.3999938964844	375.4989013671875	375.7099914550781	375.3599853515625	267656.0
spy	2021-01-06 12:00:00	375.7749938964844	375.4200134277344	375.80999755859375	375.3800048828125	432966.0
spy	2021-01-06 12:05:00	375.6499938964844	375.7650146484375	376.0400085449219	375.5299987792969	959248.0
spy	2021-01-06 12:10:00	375.67999267578125	375.6499938964844	375.7763977050781	375.510009765625	249395.0
spy	2021-01-06 12:15:00	375.8399963378906	375.67999267578125	376.0199890136719	375.6400146484375	275121.0
spy	2021-01-06 12:20:00	375.5	375.8500061035156	375.95001220703125	375.45001220703125	287237.0
spy	2021-01-06 12:25:00	375.7334899902344	375.49951171875	375.8399963378906	375.4200134277344	238020.0
spy	2021-01-06 12:30:00	375.9200134277344	375.7300109863281	376.09991455078125	375.7300109863281	2249203.0
spy	2021-01-06 12:35:00	375.9700927734375	375.9230041503906	376.20001220703125	375.8900146484375	353835.0
spy	2021-01-06 12:40:00	376.0799865722656	375.9800109863281	376.1499938964844	375.8699951171875	354573.0
spy	2021-01-06 12:45:00	376.1400146484375	376.07000732421875	376.20001220703125	375.9150085449219	395073.0
spy	2021-01-06 12:50:00	376.4670104980469	376.1400146484375	376.5799865722656	376.05999755859375	726465.0
spy	2021-01-06 12:55:00	376.44000244140625	376.4599914550781	376.5199890136719	376.3800048828125	352228.0
spy	2021-01-06 13:00:00	376.3699951171875	376.44500732421875	376.69000244140625	376.3599853515625	693443.0
spy	2021-01-06 13:05:00	376.3370056152344	376.3800048828125	376.5150146484375	376.29998779296875	274789.0
spy	2021-01-06 13:10:00	376.70001220703125	376.3399963378906	376.7099914550781	376.3299865722656	324528.0
spy	2021-01-06 13:15:00	376.43499755859375	376.7099914550781	376.9800109863281	376.3599853515625	846891.0
spy	2021-01-06 13:20:00	376.2099914550781	376.44000244140625	376.4599914550781	376.1300048828125	482342.0
spy	2021-01-06 13:25:00	376.1300048828125	376.20001220703125	376.3299865722656	376.0849914550781	768978.0
spy	2021-01-06 13:30:00	376.2171936035156	376.1300048828125	376.2699890136719	376.1099853515625	366761.0
spy	2021-01-06 13:35:00	376.385009765625	376.21990966796875	376.42999267578125	376.1700134277344	328845.0
spy	2021-01-06 13:40:00	376.79998779296875	376.385009765625	376.9100036621094	376.3599853515625	743952.0
spy	2021-01-06 13:45:00	376.75	376.7950134277344	376.9800109863281	376.7419128417969	427370.0
spy	2021-01-06 13:50:00	376.53680419921875	376.760009765625	376.8349914550781	376.5199890136719	333623.0
spy	2021-01-06 13:55:00	376.4898986816406	376.5350036621094	376.66839599609375	376.3900146484375	313727.0
spy	2021-01-06 14:00:00	376.70001220703125	376.4800109863281	376.8800048828125	376.45001220703125	675736.0
spy	2021-01-06 14:05:00	376.75	376.693115234375	376.8999938964844	376.69000244140625	683464.0
spy	2021-01-06 14:10:00	376.6099853515625	376.7439880371094	376.8800048828125	376.6000061035156	351500.0
spy	2021-01-06 14:15:00	375.610107421875	376.61151123046875	376.69000244140625	375.1700134277344	1850090.0
spy	2021-01-06 14:20:00	375.2502136230469	375.6199951171875	375.989990234375	375.1600036621094	1246473.0
spy	2021-01-06 14:25:00	374.6698913574219	375.2699890136719	375.3299865722656	374.30999755859375	2394911.0
spy	2021-01-06 14:30:00	375.1499938964844	374.6600036621094	375.70001220703125	374.489990234375	1674737.0
spy	2021-01-06 14:35:00	374.3599853515625	375.1499938964844	375.29998779296875	374.0199890136719	2223584.0
spy	2021-01-06 14:40:00	374.8999938964844	374.3500061035156	375.3299865722656	374.1000061035156	1993527.0
spy	2021-01-06 14:45:00	373.36981201171875	374.9100036621094	375.04998779296875	373.2300109863281	3021703.0
spy	2021-01-06 14:50:00	373.7789001464844	373.3699951171875	373.8900146484375	373.0	2424442.0
spy	2021-01-06 14:55:00	374.4750061035156	373.7699890136719	374.6099853515625	373.7300109863281	1350997.0
spy	2021-01-06 15:00:00	373.55999755859375	374.4700012207031	374.4700012207031	373.3399963378906	1489568.0
spy	2021-01-06 15:05:00	374.0400085449219	373.57000732421875	374.3299865722656	373.5400085449219	1685486.0
spy	2021-01-06 15:10:00	374.6568908691406	374.0400085449219	375.17999267578125	373.95001220703125	2051062.0
spy	2021-01-06 15:15:00	374.5799865722656	374.6600036621094	374.8399963378906	374.2099914550781	1026468.0
spy	2021-01-06 15:20:00	373.32989501953125	374.5899963378906	374.8500061035156	373.32000732421875	2168789.0
spy	2021-01-06 15:25:00	374.2099914550781	373.3299865722656	374.4700012207031	372.8800048828125	2051040.0
spy	2021-01-06 15:30:00	374.07000732421875	374.20001220703125	374.6600036621094	373.42999267578125	1603037.0
spy	2021-01-06 15:35:00	373.30999755859375	374.0799865722656	374.1300048828125	373.2699890136719	1718085.0
spy	2021-01-06 15:40:00	374.0700988769531	373.29998779296875	374.2699890136719	373.2200012207031	2724334.0
spy	2021-01-06 15:45:00	374.0098876953125	374.05999755859375	374.1700134277344	373.2699890136719	2926339.0
spy	2021-01-06 15:50:00	373.7200012207031	373.9800109863281	374.05999755859375	372.8299865722656	4337802.0
spy	2021-01-06 15:55:00	373.5400085449219	373.7200012207031	373.8599853515625	372.989990234375	5558242.0
spy	2021-01-07 09:30:00	376.5199890136719	376.1000061035156	376.9200134277344	375.9100036621094	4294312.0
spy	2021-01-07 09:35:00	376.80999755859375	376.5199890136719	377.0899963378906	376.44000244140625	1687100.0
spy	2021-01-07 09:40:00	376.8699951171875	376.80999755859375	377.010009765625	376.5199890136719	705184.0
spy	2021-01-07 09:45:00	376.9360046386719	376.8699951171875	377.0299987792969	376.6650085449219	1095905.0
spy	2021-01-07 09:50:00	376.7799987792969	376.93310546875	377.0299987792969	376.6400146484375	844197.0
spy	2021-01-07 09:55:00	377.860107421875	376.7900085449219	377.92999267578125	376.7799987792969	1664834.0
spy	2021-01-07 10:00:00	378.7850036621094	377.8800048828125	378.7850036621094	377.752197265625	2140754.0
spy	2021-01-07 10:05:00	378.510009765625	378.7799987792969	378.9200134277344	378.2200012207031	1594860.0
spy	2021-01-07 10:10:00	378.45001220703125	378.5150146484375	378.6700134277344	378.340087890625	1017747.0
spy	2021-01-07 10:15:00	378.92999267578125	378.4400939941406	379.0	378.4400939941406	1253569.0
spy	2021-01-07 10:20:00	378.9700012207031	378.94500732421875	379.2799987792969	378.8599853515625	981907.0
spy	2021-01-07 10:25:00	379.01300048828125	378.9849853515625	379.19000244140625	378.8299865722656	635288.0
spy	2021-01-07 10:30:00	379.114990234375	379.0150146484375	379.20001220703125	378.9750061035156	743181.0
spy	2021-01-07 10:35:00	379.0199890136719	379.110107421875	379.2699890136719	379.0	1133653.0
spy	2021-01-07 10:40:00	379.12249755859375	379.0098876953125	379.1700134277344	378.82000732421875	782008.0
spy	2021-01-07 10:45:00	379.489990234375	379.1300048828125	379.5400085449219	379.1199951171875	1294883.0
spy	2021-01-07 10:50:00	379.2699890136719	379.48480224609375	379.489990234375	379.20001220703125	524680.0
spy	2021-01-07 10:55:00	379.4800109863281	379.2900085449219	379.489990234375	379.2300109863281	363708.0
spy	2021-01-07 11:00:00	379.4100036621094	379.4800109863281	379.7789001464844	379.3800048828125	798886.0
spy	2021-01-07 11:05:00	379.2200012207031	379.4200134277344	379.50799560546875	379.19000244140625	657441.0
spy	2021-01-07 11:10:00	378.9200134277344	379.2300109863281	379.2799987792969	378.91009521484375	1172736.0
spy	2021-01-07 11:15:00	378.91339111328125	378.9100036621094	379.0	378.7799987792969	520740.0
spy	2021-01-07 11:20:00	379.1499938964844	378.9118957519531	379.2598876953125	378.8999938964844	334064.0
spy	2021-01-07 11:25:00	378.94000244140625	379.1400146484375	379.1600036621094	378.8800048828125	299512.0
spy	2021-01-07 11:30:00	379.04998779296875	378.92999267578125	379.2099914550781	378.92999267578125	546738.0
spy	2021-01-07 11:35:00	379.17999267578125	378.9422912597656	379.2699890136719	378.8479919433594	1194606.0
spy	2021-01-07 11:40:00	379.1863098144531	379.17498779296875	379.2200012207031	378.989990234375	350201.0
spy	2021-01-07 11:45:00	379.072998046875	379.19000244140625	379.32000732421875	379.072998046875	426932.0
spy	2021-01-07 11:50:00	378.760009765625	379.0799865722656	379.1199951171875	378.7300109863281	617959.0
spy	2021-01-07 11:55:00	378.7850036621094	378.7699890136719	378.82000732421875	378.6400146484375	437776.0
spy	2021-01-07 12:00:00	378.82000732421875	378.7900085449219	378.9700012207031	378.760009765625	647008.0
